Campanha,Conjunto_Anuncios,Anuncio,Status_Veiculacao,Nivel_Veiculacao,Config_Atribuicao,Tipo_Resultado,Resultados,Alcance,Impressoes,Custo_Resultado,Qualidade,Taxa_Engajamento,Taxa_Conversao,Investimento,Frequencia,Cliques_Link,CPC,Cliques_Link_Unicos,CTR_Unico,Custo_Clique_Unico,Cadastros,Custo_Cadastro,Inicio_Relatorios,Fim_Relatorios,CPA,Apelido
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|TRAFEGO|SAUDE-PME-SUPER-MES,PME|SAUDE-PME|INTERESSE-MEI,WHATSAPP|FACA-PLANOS|CARROSSEL|FOTO-1-SUPER-MES-10-2023,inactive,ad,Clique de 7 dias ou visualização de 1 dia,,0.0,35,45,,–,–,–,0.2,1.28571429,0.0,,,,,0.0,,2023-06-01,2023-11-30,0.2,TRAFEGO|SAUDE-PME-SUPER-MES
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|WHATSAPP-REMARKETING|SAUDE-PME,All,All,inactive,campaign,Clique de 7 dias ou visualização de 1 dia,Conversas por mensagem iniciadas,117.0,57436,699019,100.31,–,–,–,11736.33,12.17039836,2178.0,5.38858127,1797.0,3.12869977,4.27708819,9.0,1304.03666667,2023-06-01,2023-11-30,1304.0366666666666,WHATSAPP-REMARKETING|SAUDE-PME
BINDER|FACEBOOK|CONVERSAO|SAUDE|LEAD|MASSIFICADO|WHATSAPP-REMARKETING|SAUDE-PME,PME|SAUDE-PME|REMARKETING,All,not_delivering,adset,Clique de 7 dias ou visualização de 1 dia,Conversas por mensagem iniciadas,117.0,57436,699019,100.31,–,–,–,11736.33,12.17039836,2178.0,5.38858127,1797.0,3.12869977,4.27708819,9.0,1304.03666667,2023-06-01,2023-11-30,1304.0366666666666,WHATSAPP-REMARKETING|SAUDE-PME
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,All,All,completed,campaign,Clique de 7 dias ou visualização de 1 dia,Alcance,1671683.0,1671683,5529820,5.41,–,–,–,9040.0,3.30793577,2288.0,3.95104895,2277.0,0.13621004,1.22642789,0.0,,2023-06-01,2023-11-30,9040.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|18-08-NOVA-VARIANTE-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,581886.0,581886,583375,1.72,–,–,–,1000.0,1.00255892,199.0,5.02512563,195.0,0.03351172,2.57731959,0.0,,2023-06-01,2023-11-30,1000.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|18-08-NOVA-VARIANTE-IG,FOTO|HABITOS|18-08-NOVA-VARIANTE-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,581886.0,581886,583375,1.72,–,–,–,1000.0,1.00255892,199.0,5.02512563,195.0,0.03351172,2.57731959,0.0,,2023-06-01,2023-11-30,1000.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,581761.0,581761,595943,1.72,–,–,–,1000.0,1.02437771,577.0,1.73310225,576.0,0.09900973,1.42857143,0.0,,2023-06-01,2023-11-30,1000.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-IG,VIDEO|HABITOS|18-08-THAISA-LEAL-CAFE-DA-MANHA-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,581761.0,581761,595943,1.72,–,–,–,1000.0,1.02437771,577.0,1.73310225,576.0,0.09900973,1.42857143,0.0,,2023-06-01,2023-11-30,1000.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,344837.0,344837,356193,1.74,–,–,–,600.0,1.0329315,1.0,600.0,1.0,0.00028999,0.56710775,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-FB,VIDEO|HABITOS|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,344837.0,344837,356193,1.74,–,–,–,600.0,1.0329315,1.0,600.0,1.0,0.00028999,0.56710775,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,240516.0,240516,249527,2.25,–,–,–,540.0,1.03746528,1.0,540.0,1.0,0.00041577,0.84507042,0.0,,2023-06-01,2023-11-30,540.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-FB,VIDEO|HABITOS|18-08-THAISA-LEAL-CAFE-DA-MANHA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,240516.0,240516,249527,2.25,–,–,–,540.0,1.03746528,1.0,540.0,1.0,0.00041577,0.84507042,0.0,,2023-06-01,2023-11-30,540.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,385989.0,385989,394556,1.4,–,–,–,540.0,1.02219493,301.0,1.79401993,301.0,0.0779815,1.36363636,0.0,,2023-06-01,2023-11-30,540.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-IG,VIDEO|HABITOS|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,385989.0,385989,394556,1.4,–,–,–,540.0,1.02219493,301.0,1.79401993,301.0,0.0779815,1.36363636,0.0,,2023-06-01,2023-11-30,540.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|IDENTIFICACAO|29-08-ALIMENTACAO-SAUDAVEL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,270847.0,270847,281801,1.85,–,–,–,500.0,1.0404435,3.0,166.66666667,3.0,0.00110764,0.66489362,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|IDENTIFICACAO|29-08-ALIMENTACAO-SAUDAVEL-FB,FOTO|HABITOS|29-08-ALIMENTACAO-SAUDAVEL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,270847.0,270847,281801,1.85,–,–,–,500.0,1.0404435,3.0,166.66666667,3.0,0.00110764,0.66489362,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|17-08-ANTI-FRAUDE-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,148097.0,148097,153169,3.38,–,–,–,500.0,1.03424782,19.0,26.31578947,19.0,0.01282943,9.09090909,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|17-08-ANTI-FRAUDE-STORY-IG,CARROSSEL|HABITOS|17-08-ANTI-FRAUDE-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,148097.0,148097,153169,3.38,–,–,–,500.0,1.03424782,19.0,26.31578947,19.0,0.01282943,9.09090909,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|22-08-TELEATENDIMENTO-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,173406.0,173406,177632,2.88,–,–,–,500.0,1.02437055,27.0,18.51851852,26.0,0.01499371,6.66666667,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|22-08-TELEATENDIMENTO-STORY-IG,VIDEO|HABITOS|22-08-TELEATENDIMENTO-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,173406.0,173406,177632,2.88,–,–,–,500.0,1.02437055,27.0,18.51851852,26.0,0.01499371,6.66666667,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,355456.0,355456,360684,1.41,–,–,–,500.0,1.01470787,277.0,1.80505415,277.0,0.07792807,1.44092219,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-STORY-IG,VIDEO|HABITOS|25-08-THIAGO-SODRE-LAMEN-SAUDAVEL-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,355456.0,355456,360684,1.41,–,–,–,500.0,1.01470787,277.0,1.80505415,277.0,0.07792807,1.44092219,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,321152.0,321152,333339,1.56,–,–,–,500.0,1.03794776,231.0,2.16450216,231.0,0.07192856,1.77304965,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|18-08-THAISA-LEAL-CAFE-DA-MANHA-STORY-IG,VIDEO|HABITOS|18-08-THAISA-LEAL-CAFE-DA-MANHA-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,321152.0,321152,333339,1.56,–,–,–,500.0,1.03794776,231.0,2.16450216,231.0,0.07192856,1.77304965,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,432129.0,432129,439387,1.16,–,–,–,500.0,1.01679591,254.0,1.96850394,252.0,0.05831592,1.44927536,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-STORY-IG,VIDEO|HABITOS|04-08-CAMILA-TORTA-DE-FRANGO-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,432129.0,432129,439387,1.16,–,–,–,500.0,1.01679591,254.0,1.96850394,252.0,0.05831592,1.44927536,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|11-08-BRUNO-MAC-N-CHEESE-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,264512.0,264512,271216,1.51,–,–,–,400.0,1.02534479,144.0,2.77777778,144.0,0.05443987,2.25988701,0.0,,2023-06-01,2023-11-30,400.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|11-08-BRUNO-MAC-N-CHEESE-STORY-IG,VIDEO|HABITOS|11-08-BRUNO-MAC-N-CHEESE-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,264512.0,264512,271216,1.51,–,–,–,400.0,1.02534479,144.0,2.77777778,144.0,0.05443987,2.25988701,0.0,,2023-06-01,2023-11-30,400.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|22-08-TELEATENDIMENTO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,194593.0,194593,203814,1.85,–,–,–,360.0,1.04738608,3.0,120.0,3.0,0.00154168,0.96,0.0,,2023-06-01,2023-11-30,360.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|22-08-TELEATENDIMENTO-FB,VIDEO|HABITOS|22-08-TELEATENDIMENTO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,194593.0,194593,203814,1.85,–,–,–,360.0,1.04738608,3.0,120.0,3.0,0.00154168,0.96,0.0,,2023-06-01,2023-11-30,360.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|11-08-BRUNO-MAC-N-CHEESE-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,162560.0,162560,167708,1.85,–,–,–,300.0,1.03166831,0.0,,,,0.77319588,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|11-08-BRUNO-MAC-N-CHEESE-FB,VIDEO|HABITOS|11-08-BRUNO-MAC-N-CHEESE-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,162560.0,162560,167708,1.85,–,–,–,300.0,1.03166831,0.0,,,,0.77319588,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,207743.0,207743,213095,1.44,–,–,–,300.0,1.0257626,0.0,,,,0.50083472,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-FB,VIDEO|HABITOS|04-08-CAMILA-TORTA-DE-FRANGO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,207743.0,207743,213095,1.44,–,–,–,300.0,1.0257626,0.0,,,,0.50083472,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|01-08-AGOSTO-DOURADO-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,156736.0,156736,162938,1.91,–,–,–,300.0,1.03956972,0.0,,,,0.99667774,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|INSTITUCIONAL|01-08-AGOSTO-DOURADO-FB,VIDEO|HABITOS|01-08-AGOSTO-DOURADO-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,156736.0,156736,162938,1.91,–,–,–,300.0,1.03956972,0.0,,,,0.99667774,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,268992.0,268992,269639,1.12,–,–,–,300.0,1.00240528,177.0,1.69491525,177.0,0.06580121,1.31578947,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|PRIMEIRO-PASSO|04-08-CAMILA-TORTA-DE-FRANGO-IG,VIDEO|HABITOS|04-08-CAMILA-TORTA-DE-FRANGO-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,268992.0,268992,269639,1.12,–,–,–,300.0,1.00240528,177.0,1.69491525,177.0,0.06580121,1.31578947,0.0,,2023-06-01,2023-11-30,300.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|IDENTIFICACAO|02-08-É-BOM-SABER-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,179999.0,179999,181750,1.11,–,–,–,200.0,1.00972783,74.0,2.7027027,74.0,0.04111134,2.10526316,0.0,,2023-06-01,2023-11-30,200.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|IDENTIFICACAO|02-08-É-BOM-SABER-STORY-IG,CARROSSEL|HABITOS|02-08-É-BOM-SABER-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,179999.0,179999,181750,1.11,–,–,–,200.0,1.00972783,74.0,2.7027027,74.0,0.04111134,2.10526316,0.0,,2023-06-01,2023-11-30,200.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|EVENTOS-AULAS|07-08-FUT-FUNCIONAL-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,131039.0,131039,134054,1.53,–,–,–,200.0,1.02300842,0.0,,,,0.70422535,0.0,,2023-06-01,2023-11-30,200.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-AGOSTO,GERAL|EVENTOS-AULAS|07-08-FUT-FUNCIONAL-FB,VIDEO|HABITOS|07-08-FUT-FUNCIONAL-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,131039.0,131039,134054,1.53,–,–,–,200.0,1.02300842,0.0,,,,0.70422535,0.0,,2023-06-01,2023-11-30,200.0,MUDE1HABITO|2023-AGOSTO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,All,All,completed,campaign,Clique de 7 dias ou visualização de 1 dia,Alcance,1536683.0,1536683,4307784,5.86,–,–,–,8999.86,2.80330036,2392.0,3.76248328,2374.0,0.1544886,1.35580898,0.0,,2023-06-01,2023-11-30,8999.86,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OUTUBRO-ROSA-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,282301.0,282301,287183,3.54,–,–,–,1000.0,1.0172936,396.0,2.52525253,393.0,0.13921311,1.94174757,0.0,,2023-06-01,2023-11-30,1000.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OUTUBRO-ROSA-STORY-IG,CARROSSEL|HABITOS|20-10-OUTUBRO-ROSA-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,282301.0,282301,287183,3.54,Abaixo da média – 10% mais baixos dos anúncios,–,–,1000.0,1.0172936,396.0,2.52525253,393.0,0.13921311,1.94174757,0.0,,2023-06-01,2023-11-30,1000.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|26-10-E-BOM-SABER-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,486902.0,486902,493350,2.05,–,–,–,1000.0,1.01324291,292.0,3.42465753,291.0,0.05976562,2.43309002,0.0,,2023-06-01,2023-11-30,1000.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|26-10-E-BOM-SABER-STORY-IG,FOTO|HABITOS|26-10-E-BOM-SABER-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,486902.0,486902,493350,2.05,Acima da média,–,–,1000.0,1.01324291,292.0,3.42465753,291.0,0.05976562,2.43309002,0.0,,2023-06-01,2023-11-30,1000.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,355390.0,355390,360244,1.69,–,–,–,600.0,1.01365823,199.0,3.01507538,199.0,0.05599482,2.0979021,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|13-10-THAISA-LEAL-BISCOITO-STORY-IG,VIDEO|HABITOS|13-10-THAISA-LEAL-BISCOITO-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,355390.0,355390,360244,1.69,–,–,–,600.0,1.01365823,199.0,3.01507538,199.0,0.05599482,2.0979021,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|06-10-ACREDITACAO-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,337024.0,337024,345394,1.78,–,–,–,600.0,1.02483503,227.0,2.64317181,225.0,0.06676082,2.0,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|06-10-ACREDITACAO-STORY-IG,FOTO|HABITOS|06-10-ACREDITACAO-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,337024.0,337024,345394,1.78,–,–,–,600.0,1.02483503,227.0,2.64317181,225.0,0.06676082,2.0,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OUTUBRO-ROSA-FB,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,252435.0,252435,263659,2.38,–,–,–,600.0,1.04446293,0.0,,,,0.96774194,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|20-10-OUTUBRO-ROSA-FB,FOTO|HABITOS|20-10-OUTUBRO-ROSA-FB,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,252435.0,252435,263659,2.38,–,–,–,600.0,1.04446293,0.0,,,,0.96774194,0.0,,2023-06-01,2023-11-30,600.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|11-10-PREVENÇÃO-OBESIDADE-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,150048.0,150048,150218,3.33,–,–,–,500.0,1.00113297,100.0,5.0,99.0,0.06597889,3.4965035,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|INSTITUCIONAL|11-10-PREVENÇÃO-OBESIDADE-STORY-IG,CARROSSEL|HABITOS|11-10-PREVENÇÃO-OBESIDADE-STORY-IG,inactive,ad,Clique de 7 dias ou visualização de 1 dia,Alcance,150048.0,150048,150218,3.33,–,–,–,500.0,1.00113297,100.0,5.0,99.0,0.06597889,3.4965035,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-OUTUBRO
BINDER|FACEBOOK|BRANDING|PROJETOS|ALCANCE|MUDE1HABITO|2023-OUTUBRO,GERAL|PRIMEIRO-PASSO|07-10-JACQUE-BOLO-LEITE-NINHO-STORY-IG,All,completed,adset,Clique de 7 dias ou visualização de 1 dia,Alcance,289922.0,289922,294414,1.72,–,–,–,500.0,1.01549382,143.0,3.4965035,143.0,0.04932361,2.34741784,0.0,,2023-06-01,2023-11-30,500.0,MUDE1HABITO|2023-OUTUBRO
